"Ticket";"Tipo de ticket";"Cliente";"Unidade de Negócio";"Contato";"Categoria";"Técnico";"Data de criação";"Data de finalização";"Situação";"Setor do Solicitante";"Mesa de trabalho";"Avaliação";"Descrição"
1756;"Finalizado e solucionado com sucesso";"BISCOITOS BRIEJER - DEL PASEO";"---";"Biscoitos Briejer - Del Passeo";"Servidor";"Eduardo Lopes";"26/12/2023 10:27";"26/12/2023 10:29";"Finalizado";"Frente de loja";"Suporte Técnico";5;"Sincronizador não abria automaticamente"
1755;"Finalizado e solucionado com sucesso";"LA RACLETTE RESTAURANTE (GRUPO NEGREIROS)";"---";"Ivo Negreiros";"Fiscal - problema";"Eduardo Lopes";"26/12/2023 10:24";"26/12/2023 10:25";"Finalizado";"Administrativo";"Suporte Técnico";5;"erro de webservice"
1754;"Finalizado e solucionado com sucesso";"PANIFICADORA PÃO MIX";"---";"wlademar - pão mix,Claudia - pao mix,Jakeline (Coordenadora Pão Mix)";"Movimentação - problema";"Daniel Weber";"26/12/2023 09:15";"26/12/2023 09:16";"Finalizado";"Administrativo";"Suporte Técnico";;"Cliente informa erro nas DAS CONTAS FINANCEIRAS NAS LOJAS. Atendimento em duplicidade"
1753;"Finalizado e solucionado com sucesso";"PANIFICADORA PÃO MIX";"---";"wlademar - pão mix,Claudia - pao mix,Jakeline (Coordenadora Pão Mix)";"Movimentação - problema";"Daniel Weber";"26/12/2023 09:12";"26/12/2023 09:15";"Finalizado";"Administrativo";"Suporte Técnico";;"Cliente informa erro nas DAS CONTAS FINANCEIRAS NAS LOJAS. Atendimento em duplicidade"
1752;"Finalizado e solucionado com sucesso";"SAVU";"---";"Davy Savu,Letícia (Savú),Edinete (Savu)";"Administrativo - Dúvidas";"Daniel Weber";"26/12/2023 08:57";"26/12/2023 09:00";"Finalizado";"Administrativo";"Suporte Técnico";;"CLIENTE DESEJA INFORMAR QUE AS VENDAS DO CAIXA DO DIA 20 2 22 NAO SUBIRAM"
1751;"Finalizado e solucionado com sucesso";"LA RACLETTE RESTAURANTE (GRUPO NEGREIROS)";"---";"Ivo Negreiros";"Administrativo - Dúvidas";"Eduardo Lopes";"26/12/2023 08:49";"26/12/2023 08:50";"Finalizado";"Administrativo";"Suporte Técnico";4;"Atualização de certificado digital J J ALIMENTOS LTDA EPP"
1750;"Finalizado e solucionado com sucesso";"PANIFICADORA PANEGOMES";"---";"Edna Viana,Carlos Eduardo (Panegomes)";"API antiga";"Eduardo Lopes";"26/12/2023 08:43";"26/12/2023 08:45";"Finalizado";"Frente de loja";"Suporte Técnico";5;"PDV sem passar venda, verifiquei e o app IzzyAPI estava fechado"
1749;"Finalizado e solucionado com sucesso";"PANIFICADORA NOSSO P�O CASCAVEL";"---";"Joelma (Nosso pão - Cascavel)";"Ipos Desktop (PDV) - problema";"Carlos Dourado";"26/12/2023 08:37";"";"A fazer";"Frente de loja";"Suporte Técnico";;"PDV dava erro ao tentar finalizar venda: ""Erro ao pesquisar produto. Ele mento raiz inexistente."""
1748;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS PARACURU";"---";"Freita express paracuru,João (Freitas Paracuru)";"Administrativo - Dúvidas";"Eduardo Lopes";"26/12/2023 08:12";"26/12/2023 08:13";"Finalizado";"Administrativo";"Suporte Técnico";5;"Lorena, gerente da loja Paracuru, solicitou nova senha para usuário Emily, para acessar PDV"
1747;"Finalizado e solucionado com sucesso";"CICCIO FORNERIA";"---";"Sabrina - Ciccio,Cristina - Ciccio,Ciccio,Ciccio,Ciccio - Compostela ";"Movimentação - duvidas";"Guilherme Lima";"25/12/2023 22:18";"25/12/2023 22:20";"Finalizado";"Frente de loja";"Suporte Técnico";;"Cliente entrou em contato relatando problemas na comissão dos garçons, porem o problema era que na caixa dos dias comissionados, não estava incluso a segunda feira"
1746;"Finalizado e solucionado com sucesso";"ESPETINHO DA PRAIA";"---";"Gabrielly";"Administrativo - Dúvidas";"Guilherme Lima";"25/12/2023 19:52";"25/12/2023 21:08";"Finalizado";"Administrativo";"Suporte Técnico";3;"solicitou o cadastramento de um funcionario"
1745;"Finalizado e solucionado com sucesso";"Estaleiro do Gaucho";"Estaleiro do Gaucho";"Julio";"Movimentação - duvidas / Relatório de vendas - problema";"Saulo Felipe";"25/12/2023 18:23";"25/12/2023 21:30";"Finalizado";"Frente de loja";"Suporte Técnico";4;"entrou em contato pra agradecer, atendimento anterior o produto nao estava mostrando a gramatura"
1744;"Bug";"PARRILEIRO RESTAURANTE";"PARRILEIRO RESTAURANTE";"Fabiana,Andreato parrileiro,NAZA,lindenberg,Aline Cardoso - Parrileiro Sul,Parrileiro Sul - Caixa,Na";"Ipos Mobile - problema";"Dyone Hebert";"25/12/2023 17:06";"";"A fazer";"Frente de loja";"Desenvolvimento";3;"cliente informa que nao esta imprimindo a vida de pagamento de cartao e do fechamento, enviou um video mostrando o problema."
1743;"Bug";"REZZA PIZZA CONTEMPORANEA";"REZZA COMIDA BRASILEIRA (REZZA PIZZA CONTEMPORANEA)";"Rezza PIZZA,RENAN";"Integração delivery - duvidas";"Dyone Hebert";"25/12/2023 15:47";"";"A fazer";"Frente de loja";"Desenvolvimento";;"entrou em contato que nao tava integrando com lagarooo"
1742;"Finalizado e solucionado com sucesso";"CERVEJARIA TURATTI - KENNEDY";"---";" Eder Maia - Turatti";"Integração delivery - problema";"Saulo Felipe";"25/12/2023 12:54";"25/12/2023 12:56";"Finalizado";"Frente de loja";"Suporte Técnico";;"Orientado a cancelar pelo PDV. Ciente que caso ocorresse novamente entrasse em contato para criar ticket."
1741;"Finalizado e solucionado com sucesso";"TELHADO CASEIRO PARANGABA";"---";"Claudenir (Telhado Caseiro Parangaba/Eusebio),Regiane - Telhado Caseiro Parangaba";"TEF / Erro ao finalizar venda";"Saulo Felipe";"25/12/2023 12:52";"25/12/2023 12:54";"Finalizado";"Frente de loja";"Suporte Técnico";;"Venda não finalizava, pois estava sem comunicação com o módulo TEF. Sai e entrei no PDV normalizando."
1740;"Finalizado e solucionado com sucesso";"CERVEJARIA TURATTI - KENNEDY";"---";" Eder Maia - Turatti";"Infraestrutura - problema / MFE sem comunicação";"Saulo Felipe";"25/12/2023 12:32";"25/12/2023 12:34";"Finalizado";"Frente de loja";"Suporte Técnico";;"MFE sem comunicação não conseguindo finalizar venda. Reiniciado o serviço comunicador do MFE normalizando e conseguindo finalizar venda. Ciente que pode ser mal contato no cabo do MFE."
1739;"Finalizado e solucionado com sucesso";"IZZY WAY - FILIAL SP";"---";"Saulo ";"Outros";"Saulo Felipe";"25/12/2023 11:03";"25/12/2023 11:03";"Finalizado";"Administrativo";"Suporte Técnico";;"Teste sistema"
1738;"Finalizado e solucionado com sucesso";"RESTAURANTE PAULINHO GRILL";"---";"Paulinho Grill,Paulinho Grill,Paulinho Grill";"Servidor";"Saulo Felipe";"25/12/2023 10:59";"25/12/2023 11:00";"Finalizado";"Frente de loja";"Suporte Técnico";;"Nenhum dispositivo conseguia abrir o sistema. Ao acessar o servidor constatei que o serviço SQL estava parado, mas após iniciar conseguiram entrar no sistema."
1737;"Finalizado e solucionado com sucesso";"IZZY WAY - FILIAL SP";"---";"Saulo ";"Outros";"Saulo Felipe";"25/12/2023 10:58";"25/12/2023 10:58";"Finalizado";"Frente de loja";"Suporte Técnico";;"Teste sistema"
1736;"Finalizado e solucionado com sucesso";"RESTAURANTE PAULINHO GRILL";"---";"Paulinho Grill,Paulinho Grill,Paulinho Grill";"Servidor";"Saulo Felipe";"25/12/2023 10:40";"25/12/2023 10:43";"Finalizado";"Frente de loja";"Suporte Técnico";;"Nenhum dispositivo conseguia abrir o sistema. Ao acessar o servidor constatei que o serviço SQL estava parado, mas após iniciar conseguiram entrar no sistema."
1735;"Finalizado e solucionado com sucesso";"IZZY WAY - FILIAL SP";"---";"Saulo ";"Outros";"Saulo Felipe";"25/12/2023 10:23";"25/12/2023 10:24";"Finalizado";"Administrativo";"Suporte Técnico";;"Teste teste"
1734;"Finalizado e solucionado com sucesso";"RESTAURANTE PAULINHO GRILL";"---";"Paulinho Grill,Paulinho Grill,Paulinho Grill";"Servidor";"Pedro Henrique";"24/12/2023 21:22";"24/12/2023 21:23";"Finalizado";"Frente de loja";"Suporte Técnico";5;"cliente com instabilidade no computador servidor"
1733;"Finalizado e solucionado com sucesso";"CASA KAIADA RESTAURANTE";"---";"Victor melo,Kasa Kaiada";"Ipos Desktop (PDV) - problema";"Matheus Solon";"24/12/2023 16:04";"24/12/2023 16:05";"Finalizado";"Frente de loja";"Suporte Técnico";;"pdv travado"
1732;"Finalizado e solucionado com sucesso";"PARRILEIRO ALDEOTA";"---";"Parrileiro Aldeota,Aglailton,Emilson (Parrileiro Aldeota),Estevão (Parrileiro Aldeota)";"Outros";"Matheus Solon";"24/12/2023 15:48";"";"A fazer";"Frente de loja";"Suporte Técnico";;"erro de pagamento  já passado no caixa ao apagar adiantamentoo"
1731;"Finalizado e solucionado com sucesso";"PANIFICADORA PÃO MIX";"---";"wlademar - pão mix,Claudia - pao mix,Jakeline (Coordenadora Pão Mix)";"Falta de Interação";"Matheus Solon";"24/12/2023 15:29";"24/12/2023 15:29";"Finalizado";"Frente de loja";"Suporte Técnico";1;"falta de interação"
1730;"Finalizado e solucionado com sucesso";"CORTILE RISTORANTE";"---";"Wilter,João Melo - Cortile,Babbi - Cortile,Marcos Miller (Cortille),Cortile";"Movimentação - duvidas";"Matheus Solon";"24/12/2023 15:28";"24/12/2023 15:28";"Finalizado";"Frente de loja";"Suporte Técnico";;"duvida sobre relatório de consumo de mesa"
1729;"Finalizado e solucionado com sucesso";"BOLARIA RAFAELA FONTES - SATELITE";"---";"Bolaria Rafaela Fontes - Satelite";"Integração delivery - problema";"Matheus Solon";"24/12/2023 15:13";"24/12/2023 15:14";"Finalizado";"Frente de loja";"Suporte Técnico";1;"ppedido do ifood não aparecendo no pdv"
1728;"Finalizado e solucionado com sucesso";"IZZY WAY - FILIAL SP";"---";"Saulo ";"Falta de Interação";"Saulo Felipe";"24/12/2023 14:25";"24/12/2023 14:26";"Finalizado";"Frente de loja";"Suporte Técnico";1;"Tef sem comunicação - cliente não se identificou. Encerrrado por falta de interação."
1727;"Finalizado e solucionado com sucesso";"IZZY WAY - FILIAL SP";"---";"Saulo ";"Falta de Interação";"Saulo Felipe";"24/12/2023 14:22";"24/12/2023 14:24";"Finalizado";"Frente de loja";"Suporte Técnico";;"Cliente sem identificação - não estava conseguindo entrar no sistema. Encerrado o atendimento por falta de interação."
1726;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - BRISA SHOPPING";"---";"Jane Silva,Samara Freitas Aquiraz Brisa Shopping ,Samara (Freitas Brisa),MARILIA - Freitas Aquiraz,J";"Falta de Interação";"Saulo Felipe";"24/12/2023 14:20";"24/12/2023 14:22";"Finalizado";"Frente de loja";"Suporte Técnico";;"Tef sem comunicação ao finalizar venda. Orientada a reiniciar o sistema, porém não respondeu mais sendo encerrado o atendimento por falta de interação."
1725;"Finalizado e solucionado com sucesso";"ANTIQUUS GASTROBAR";"---";"Antiquus Gastrobar,Luiz (Antiqus Gastrobar),Marcela - Antiquus Gastrobar";"Infraestrutura - problema";"Saulo Felipe";"24/12/2023 14:18";"24/12/2023 14:20";"Finalizado";"Frente de loja";"Suporte Técnico";;"Impressora da cozinha parou de imprimir, mas foi resolvido no atendimento por outro contato com o nome Antiquus gastrobar."
1724;"Finalizado e solucionado com sucesso";"ATACADAO COSTA_MANUEL S�TIRO";"---";"Amanda Souza,Vanessa (Atacadão Costa)";"Movimentação - problema";"Saulo Felipe";"24/12/2023 14:15";"24/12/2023 14:17";"Finalizado";"Frente de loja";"Suporte Técnico";;"Erro de GTIN ao finalizar venda. Identificado que o produto 12687 porta latinha-isoplastica estava com o GTIN incorreto e orientado a colocar o GTIN correto, mas mesmo assim não conseguiu finalizar a venda. Passou em outro caixa a venda. Depois não respondeu mais sendo encerrado o atendimento por falta de interação."
1723;"Finalizado e solucionado com sucesso";"HOT FRANGO";"---";"HOT FRANGO,Lalazinha,Kaike - Hot Frango";"Falta de Interação";"Matheus Solon";"24/12/2023 14:16";"24/12/2023 14:16";"Finalizado";"Frente de loja";"Suporte Técnico";;"interação"
1722;"Finalizado e solucionado com sucesso";"ANTIQUUS GASTROBAR";"---";"Antiquus Gastrobar,Luiz (Antiqus Gastrobar)";"Infraestrutura - problema";"Saulo Felipe";"24/12/2023 14:11";"24/12/2023 14:14";"Finalizado";"Frente de loja";"Suporte Técnico";;"Impressora da cozinha parou de imprimir e criada forma de pagamento ""reserva"". Erro no status da impressora, mas normalizou após o Sr. Ítalo realizar a troca do IP da impressora."
1721;"Finalizado e solucionado com sucesso";"PARRILEIRO ALDEOTA";"---";"Parrileiro Aldeota,Aglailton,Emilson (Parrileiro Aldeota),Estevão (Parrileiro Aldeota)";"Administrativo - Dúvidas";"Saulo Felipe";"24/12/2023 14:09";"24/12/2023 14:11";"Finalizado";"Frente de loja";"Suporte Técnico";;"Senha do colaborador que não estava autorizando. Realizada mudança de senha de usuário e colaborador, importado usuários pelo sincronizador resolvendo."
1720;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS BATURITE";"---";"Arlecio (freitas Express Baturite),Freitas,Ericles Freitas Baturite,Roberta - freitas Baturite,Bruna";"Falta de Interação";"Saulo Felipe";"24/12/2023 14:08";"24/12/2023 14:09";"Finalizado";"Frente de loja";"Suporte Técnico";2;"Falta de interação"
1719;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - SOLARES";"---";"Freitas Express Solari, Elma Lahana Freitas-Shopping Solaris,Freitas Solares,Freitas express Solares";"Ipos Desktop (PDV) - problema";"Matheus Solon";"24/12/2023 14:02";"24/12/2023 14:03";"Finalizado";"Frente de loja";"Suporte Técnico";;"não achando participante ao fazer troca"
1718;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - VILA VELHA";"---";"Freitas Express VILA VELHA,-";"Ipos Mobile - problema";"Saulo Felipe";"24/12/2023 14:00";"24/12/2023 14:01";"Finalizado";"Frente de loja";"Suporte Técnico";;"Lentidão no PDV em todos os caixas. Realizada limpeza no banco de dados local melhorando a performance de comunicação dos caixas com o banco."
1717;"Finalizado e solucionado com sucesso";"REI DO BAI�O";"---";"Grupo Rei do Baião,Luis Rei do Baiao Manaus,Beatriz - Rei do Baião,rei do baião";"Infraestrutura - problema / Impressora - erro de impressão";"Matheus Solon";"24/12/2023 13:52";"24/12/2023 13:52";"Finalizado";"Frente de loja";"Suporte Técnico";;"problema com impressãoo"
1716;"Finalizado e solucionado com sucesso";"TELHADO CASEIRO EUSEBIO";"---";"Telhado Caseiro Eusebio";"Infraestrutura - problema";"Matheus Solon";"24/12/2023 13:24";"24/12/2023 13:25";"Finalizado";"Frente de loja";"Suporte Técnico";;"maquina travando pois configuração muito baixa"
1715;"Finalizado e solucionado com sucesso";"FREITAS EXPRESS - JUREMA";"---";"Thais Oliveira,Lucas Freitas Express Jurema";"Servidor";"Matheus Solon";"24/12/2023 12:49";"24/12/2023 12:50";"Finalizado";"Frente de loja";"Suporte Técnico";;"sistema lento e travando"
1714;"Finalizado e solucionado com sucesso";"NOELIA DOCES E SALGADOS - UNIDADE ALDEOTA";"---";"Silvia - Noelia,Noelia Aldeota";"Movimentação - problema";"Matheus Solon";"24/12/2023 12:31";"24/12/2023 12:32";"Finalizado";"Frente de loja";"Suporte Técnico";;"resolvido antes de ajuda do suporte"
1713;"Finalizado e solucionado com sucesso";"CARNEIRO PRIME";"---";"Lara Rebeca,Lara Rebeca,Carneiro Prime,Lara Rebeca (Carneiro Prime Maraponga)";"Movimentação - problema";"Saulo Felipe";"24/12/2023 11:04";"24/12/2023 11:06";"Finalizado";"Administrativo";"Suporte Técnico";;"Constatado caixa preso do dia 22/12. Consegui exportar através do Gestão de caixa pelo PDV."
1712;"Bug";"NOELIA DOCES E SALGADOS - UNIDADE ALDEOTA";"---";"Silvia - Noelia,Noelia Aldeota";"Ipos Desktop (PDV) - problema";"Saulo Felipe";"24/12/2023 10:38";"";"A fazer";"Frente de loja";"Desenvolvimento";;"Encomenda 112881 consta dois pagamentos TEF crédito 237,00 e não deixa excluir. O setor de desenvolvimento vai entrar em contato com o TI Hernany para ter acesso ao banco de dados para excluir a forma de pagamento duplicada."
1711;"Finalizado e solucionado com sucesso";"VERDELIMA RESTAURANTE";"---";"VERDE LIMA RESTAURANTE ,Verde Lima Restaurante";"Falta de Interação";"Saulo Felipe";"24/12/2023 10:00";"24/12/2023 10:00";"Finalizado";"Frente de loja";"Suporte Técnico";;"Falta de interação"
1710;"Melhoria";"VO DAZINHA EMPORIO";"---";"Vo dazinha";"Movimentação - duvidas";"Saulo Felipe";"23/12/2023 22:23";"";"A fazer";"Administrativo";"Desenvolvimento";;"Entrou em contato solicitando um relatório de agenda de produção resumindo a quantidade total dos produtos complementos, pois precisa saber a quantidade total dos produtos complementares dos produtos que possuem complementos. Por exemplo, o cento de salgados de 100 und vem as opções de coxinha de frango, pastelzinho, risole, etc. O cliente escolhe 25 de cada opção e precisa saber a quantidade total de cada opção escolhida no dia de forma resumida."
1709;"Finalizado e solucionado com sucesso";"PARRILEIRO RESTAURANTE";"---";"Fabiana,Andreato parrileiro,NAZA,lindenberg,Aline Cardoso - Parrileiro Sul,Parrileiro Sul - Caixa,Na";"Movimentação - problema / Configuração de impressora no produto";"Saulo Felipe";"23/12/2023 22:21";"23/12/2023 22:23";"Finalizado";"Frente de loja";"Suporte Técnico";;"Impressão de alguns produtos que não saia na impressora da cozinha e sobremesa"
1708;"Finalizado e solucionado com sucesso";"BARNEYS E ESTELA - EUSEBIO";"---";"Barneys ,Barneys / estela - eusebio,Barneys Eusébio";"Ipos Mobile - problema";"Saulo Felipe";"23/12/2023 22:09";"23/12/2023 22:12";"Finalizado";"Frente de loja";"Suporte Técnico";;"Apresentava lentidão ao finalizar a venda algumas vezes travando e fechando o Ipos PDV."
1707;"Finalizado e solucionado com sucesso";"DAN COOKIES - SHOPPING SOBRAL";"---";"Sales - Dan Cookies (Financeiro) ,Isabele (Dan Cookies Shopping Sobral),Dan cookies";"Ipos Mobile - problema";"Saulo Felipe";"23/12/2023 22:07";"23/12/2023 22:09";"Finalizado";"Frente de loja";"Suporte Técnico";;"Erro Valor do troco incorreto ao finalizar a venda."
1706;"Finalizado e solucionado com sucesso";"DONKEY HEAD";"---";"Tatiana - donkey head";"Outros";"Saulo Felipe";"23/12/2023 20:59";"23/12/2023 21:00";"Finalizado";"Frente de loja";"Suporte Técnico";;"Impressora que deu defeito, mas gerente conseguiu resolver"
1705;"Finalizado e solucionado com sucesso";"PONTO DO SPETTO";"---";"Vicente Vitaliano,Wagner Lima - ponto do spetto";"Ipos Mobile - problema";"Saulo Felipe";"23/12/2023 20:12";"23/12/2023 20:13";"Finalizado";"Frente de loja";"Suporte Técnico";;"IP dos mobiles que mudou desconectando o celular."
1704;"Finalizado e solucionado com sucesso";"CERVEJARIA TURATTI - CAMBEBA";"---";"Eder - Turatti";"Infraestrutura - problema";"Pedro Henrique";"23/12/2023 19:54";"23/12/2023 19:54";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com instabilidade na rede"
1703;"Finalizado e solucionado com sucesso";"PARRILEIRO RESTAURANTE";"---";"Fabiana,Andreato parrileiro,NAZA,lindenberg,Aline Cardoso - Parrileiro Sul,Parrileiro Sul - Caixa,Na";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"23/12/2023 19:52";"23/12/2023 19:54";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com lentidão no PDV"
1702;"Finalizado e solucionado com sucesso";"BOM DE MAR RESTAURANTE_ GOLF VILLE";"---";"Claudemir - BOM  DE MAR,Bom de Mar Retaurante - Golf Vile,Lucas (Bom de Mar),Bom de mar - Japao ";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"23/12/2023 19:11";"23/12/2023 19:12";"Finalizado";"Administrativo";"Suporte Técnico";;"cliente para configurar uma nova forma de pagamento em TEF"
1701;"Finalizado e solucionado com sucesso";"VO DAZINHA CONFEITARIA";"---";"Vicente - Vó Dazinha,Tatiana - Vo dazinha";"Movimentação - problema";"Pedro Henrique";"23/12/2023 19:02";"23/12/2023 19:04";"Finalizado";"Administrativo";"Suporte Técnico";;"cliente com duvida nos relatorios"
1700;"Finalizado e solucionado com sucesso";"BOM DE MAR RESTAURANTE_ GOLF VILLE";"---";"Claudemir - BOM  DE MAR,Bom de Mar Retaurante - Golf Vile,Lucas (Bom de Mar),Bom de mar - Japao ";"Ipos Mobile - problema";"Pedro Henrique";"23/12/2023 18:17";"23/12/2023 18:19";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente para acessar o meu izzyway na unidade nova"
1699;"Bug";"FREITAS EXPRESS PARACURU";"---";"Freita express paracuru,João (Freitas Paracuru)";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"23/12/2023 18:08";"23/12/2023 18:11";"Finalizado";"Frente de loja";"Suporte Técnico";5;"cliente com um bug nos produtos constando que não tinham setor de saida porem os setores ja tinha sido preenchidos"
1698;"Finalizado e solucionado com sucesso";"EMPORIO BROWNIE - ALDEOTA";"---";"Felipe (TI),Sidiane,Felipe (Emporio Brownie),Natasha Basilio - Emporio Brownie";"Servidor";"Pedro Henrique";"23/12/2023 18:01";"23/12/2023 18:03";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente para pegar o banco de dados local para analise"
1697;"Finalizado e solucionado com sucesso";"TELHADO CASEIRO EUSEBIO";"---";"Telhado Caseiro Eusebio";"Movimentação - problema";"Pedro Henrique";"23/12/2023 17:30";"23/12/2023 17:31";"Finalizado";"Frente de loja";"Suporte Técnico";4;"cliente querendo alterar o valor dos produtos"
1696;"Finalizado e solucionado com sucesso";"SIR FISHER PUB";"---";"Sir Fisher,Sir Fisher Pub,Alexandre - Sir Fisher Pub";"Ipos Mobile - problema";"Pedro Henrique";"23/12/2023 17:30";"23/12/2023 17:30";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com as maquinetas no ip errado"
1695;"Finalizado e solucionado com sucesso";"TORTEL� MEIRELES";"---";"Tortelê Meireles";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"23/12/2023 17:19";"23/12/2023 17:19";"Finalizado";"Frente de loja";"Suporte Técnico";5;"cliente para tirar o tempo de atualização da tela de encomendas"
1694;"Finalizado e solucionado com sucesso";"Estaleiro do Gaucho";"---";"Julio,Jamila - estaleiro,jOÃO victor - estaleiro do Gaucho";"Ipos Mobile - problema";"Pedro Henrique";"23/12/2023 17:18";"23/12/2023 17:18";"Finalizado";"Frente de loja";"Suporte Técnico";4;"cliente com o firewall barrando a comunicação dos celulares"
1693;"Finalizado e solucionado com sucesso";"Estaleiro do Gaucho";"---";"Julio,Jamila - estaleiro,jOÃO victor - estaleiro do Gaucho";"Ipos Mobile - problema";"Pedro Henrique";"23/12/2023 17:14";"23/12/2023 17:15";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com o firewall ativo bloqueando a comunicação dos celulares"
1692;"Finalizado e solucionado com sucesso";"TORTEL� MEIRELES";"---";"Tortelê Meireles";"Integração delivery - problema";"Pedro Henrique";"23/12/2023 16:16";"23/12/2023 16:16";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com o integrador fechado"
1691;"Finalizado e solucionado com sucesso";"TORTEL� MEIRELES";"---";"Tortelê Meireles";"Integração delivery - problema";"Pedro Henrique";"23/12/2023 15:57";"23/12/2023 15:58";"Finalizado";"Frente de loja";"Suporte Técnico";5;"cliente com o token do ifood invalido"
1690;"Finalizado e solucionado com sucesso";"CHURRASCO PRIME";"---";"Meire ,Renata (Churrasco Prime),Churrasco prime";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"23/12/2023 15:16";"23/12/2023 15:16";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente para instalar um novo computador"
1689;"Finalizado e solucionado com sucesso";"NOELIA DOCES E SALGADOS - UNIDADE SUL";"---";"Noélia,Cristina (Noélia Sul)";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"23/12/2023 15:14";"23/12/2023 15:15";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente para adicionar mais 2 caixa no estabeleciemento"
1688;"Finalizado e solucionado com sucesso";"YAKICHINA MONTESE";"---";"Clebia - Yakichina,Noronha,Yakichina Montese,Lavinia - Yakichina";"Financeiro - problema";"Pedro Henrique";"23/12/2023 14:57";"23/12/2023 14:58";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com um usuario não vinculado a conta financeira"
1687;"Finalizado e solucionado com sucesso";"ATACADAO COSTA_ GRANJA LISBOA";"---";"ATACADÃO COSTA";"Movimentação - problema";"Pedro Henrique";"23/12/2023 14:54";"23/12/2023 14:55";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com um produto com gtin invalido"
1686;"Finalizado e solucionado com sucesso";"ATACADAO COSTA_ GRANJA LISBOA";"---";"ATACADÃO COSTA";"Falta de Interação";"Pedro Henrique";"23/12/2023 14:54";"23/12/2023 14:54";"Finalizado";"Frente de loja";"Suporte Técnico";;"atendimento duplicado"
1685;"Finalizado e solucionado com sucesso";"PAO MIX (LOJA 2)";"---";"Socorro Pao mix,Pão Mix (Loja 2 - ARCO)";"Ipos Mobile - problema";"Matheus Solon";"23/12/2023 14:28";"23/12/2023 14:29";"Finalizado";"Frente de loja";"Suporte Técnico";;"mobile sem aparecer produtos"
1684;"Finalizado e solucionado com sucesso";"RESTAURANTE PAULINHO GRILL";"---";"Paulinho Grill,Paulinho Grill,Paulinho Grill";"Ipos Desktop (PDV) - problema";"Pedro Henrique";"23/12/2023 13:29";"23/12/2023 13:32";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com duvida em relação ao cancelamento de encomenda"
1683;"Finalizado e solucionado com sucesso";"CHURRASCO PRIME";"---";"Meire ,Renata (Churrasco Prime),Churrasco prime";"Falta de Interação";"Matheus Solon";"23/12/2023 13:30";"23/12/2023 13:30";"Finalizado";"Frente de loja";"Suporte Técnico";5;"interação"
1682;"Finalizado e solucionado com sucesso";"Assis da Picanha";"---";"Edgard,Ludmila (Assis da Picanha),La Ticiane";"Ipos Desktop (PDV) - problema";"Matheus Solon";"23/12/2023 13:22";"23/12/2023 13:23";"Finalizado";"Frente de loja";"Suporte Técnico";;"erro ao pesquisar participante pelo pdv"
1681;"Finalizado e solucionado com sucesso";"BOM DE MAR RESTAURANTE_ GOLF VILLE";"---";"Claudemir - BOM  DE MAR,Bom de Mar Retaurante - Golf Vile,Lucas (Bom de Mar),Bom de mar - Japao ";"Ipos Mobile - problema";"Pedro Henrique";"23/12/2023 13:01";"23/12/2023 13:02";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com as impressões das maquinetas não saindo devido a versão da webapi"
1680;"Finalizado e solucionado com sucesso";"RESTAURANTE PAULINHO GRILL";"---";"Paulinho Grill,Paulinho Grill,Paulinho Grill";"Servidor";"Pedro Henrique";"23/12/2023 12:38";"23/12/2023 12:39";"Finalizado";"Frente de loja";"Suporte Técnico";;"cliente com o sincronizador fechado"
1679;"Finalizado e solucionado com sucesso";"PAO MIX (LOJA 2)";"---";"Socorro Pao mix,Pão Mix (Loja 2 - ARCO)";"Falta de Interação";"Matheus Solon";"23/12/2023 12:27";"23/12/2023 12:27";"Finalizado";"Frente de loja";"Suporte Técnico";;"interação"
1678;"Finalizado e solucionado com sucesso";"CHURRASCO PRIME";"---";"Meire ,Renata (Churrasco Prime),Churrasco prime";"Ipos Desktop (PDV) - problema";"Matheus Solon";"23/12/2023 12:26";"23/12/2023 12:27";"Finalizado";"Frente de loja";"Suporte Técnico";5;"instalação e dispositivo pre venda"
